uf,nsorteio,totrecursos,tot_os,pop,purb,p_secundario,cod_ibge6,pib_capita_02,op_01_04,reeleito,ENEP2000,ENLP2000,pref_idade_tse,comarca,reeleito_2004,p_cad_pref,rec_transf_correntes,gini_ipea,fiscalizacoes,valor_fiscalizado,winmargin2000,winmargin2000_inclost,incumbent,vereador9600,pmismanagement,elected1,first,lpib02,lpop,pref_masc,party_d1,party_d3,party_d4,party_d5,party_d6,party_d7,party_d8,party_d9,party_d10,party_d11,party_d12,party_d13,party_d14,party_d15,party_d16,party_d17,party_d18,pref_escola,sorteio1,sorteio2,sorteio3,sorteio4,sorteio5,sorteio6,sorteio7,sorteio8,sorteio9,sorteio10,media2,vereador_eleit,mun_novo,exp_prefeito,winmargin,samepartygov98,lrec_trans,lfunc_ativ,lrec_fisc,ncorrupt,valor_corrupt,pcorrupt,ncorrupt_os,dcorrupt_desvio,dcorrupt_licitacao,dcorrupt_superfat,dcorrupt,ncorrupt_desvio,ncorrupt_licitacao,ncorrupt_superfat,corrupt_desvio,corrupt_licitacao,corrupt_superfat,pcorrupt_desvio,pcorrupt_licitacao,pcorrupt_superfat,shcorrupt_desvio,shcorrupt_licitacao,shcorrupt_superfat,dmismanagement,uf_d1,uf_d2,uf_d3,uf_d4,uf_d5,uf_d6,uf_d7,uf_d8,uf_d9,uf_d10,uf_d11,uf_d12,uf_d13,uf_d14,uf_d15,uf_d16,uf_d17,uf_d18,uf_d19,uf_d20,uf_d21,uf_d22,uf_d23,uf_d24,uf_d25,uf_d26,esample2
PR,9,1598408.12,28,13023,.33279583,.22406384,868323,5177.3389,0,1,5.7701468,4.2631578,43,0,0,.33333334,6736684.4725,.53299999,28,1598408.12,.10911527,,0,,2,0,0,-.6582939,9.474472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,.0010102144,0,0,.10911527,1,15.723079,5.771441,14.284519,2,150751,.094313212,.071428575,0,1,0,1,0,2,0,0,150751,0,0,.094313212,0,0,.071428575,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PR,11,1476279.05,32,11711,.48629493,.26091689,868503,5786.5796,0,0,4.3011003,2.7931035,50,0,0,0,6834381.2925,.56999999,32,1476279.05,.025214672,.025214672,1,0,,0,1,-.54704368,9.3682842,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,.0009335131,0,0,.025214672,0,15.737476,5.9162021,14.205035,1,464000,.31430373,.03125,0,1,0,1,0,1,0,0,464000,0,0,.31430373,0,0,.03125,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PR,11,2840038.2,36,39943,.81658864,.35585672,868533,3313.4463,0,1,5.7963247,3.5957446,46,1,0,.38461539,12866421.78,.54500002,36,2840038.2,.12232992,,0,,,0,0,-1.1045963,10.595209,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,.0004358321,0,0,.12232992,0,16.370132,6.368187,14.859328,1,27497.76,.0096821794,.027777778,1,0,0,1,1,0,0,27497.76,0,0,.0096821794,0,0,.027777778,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PR,7,364319.51,21,2072,.48407337,.34917206,868678,9003.1328,0,0,2.7651069,2.3142855,59,0,1,.55555558,3553139.04,.495,21,364319.51,.30774799,,0,0,4,0,1,-.10501251,7.6362696,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,.0055487053,1,1,.30774799,0,15.083342,5.2149358,12.805786,1,43750,.1200869,.047619049,0,1,0,1,0,1,0,0,43750,0,0,.1200869,0,0,.047619049,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PR,10,1080290.17,27,8548,.77409923,.3216981,868723,5053.5439,0,1,2.7621357,2.4545455,43,0,0,.44444445,4734752.6875,.52499998,27,1080290.17,.37892711,,0,,1.3636364,0,0,-.6824953,9.0534525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,1,.0017022886,0,1,.37892711,1,15.37044,5.6383548,13.89274,3,335900,.31093499,.11111111,1,1,0,1,2,1,0,10300,325600,0,.0095344754,.30140051,0,.074074075,.037037037,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PR,6,1251730.58,26,4608,.43120658,.24432433,868750,6623.7402,0,0,6.6003466,5.4000001,56,0,0,.22222222,3952488.6425,.65100002,26,1251730.58,.007171303,.007171303,1,0,.375,0,1,-.4119249,8.4355488,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,.0032292788,1,1,.007171303,0,15.189856,4.7095304,14.040037,1,50000,.039944697,.03846154,0,1,0,1,0,1,0,0,50000,0,0,.039944697,0,0,.03846154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PR,3,1584910.7,,13120,.80121952,.28559786,868803,5821.9351,0,0,5.7049866,4.2631578,62,0,0,.11111111,6232588.84,.491,64,1584910.7,.08688876,.08688876,1,0,,0,1,-.54095244,9.4818926,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,.001129518,0,0,.08688876,0,15.645303,6.0450053,14.276038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PR,5,1289548.92,38,9651,.72179049,.2690143,868978,5870.8853,0,0,7.4516377,5.4000001,38,0,1,0,5399725.137499999,.60600001,38,1285548.92,.13397601,.24040921,1,0,.7647059,0,1,-.53257966,9.1748171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,1,.0015633142,0,0,.13397601,0,15.501859,5.7620516,14.069803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SC,4,982951.88,51,2775,.25693694,.29281768,876128,4437.8833,0,0,3.3956785,3,62,0,0,.33333334,2777670.4675,.49700001,51,982951.88,.042296052,,0,0,.95833331,0,1,-.81240761,7.9284062,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,.0043457267,1,1,.042296052,0,14.837123,4.7095304,13.798315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SC,10,1399263.72,30,4257,.2048391,.21233605,876153,8570.8672,0,0,3.0588222,2.7931035,34,0,0,.33333334,3275976.9475,.46399999,30,1399263.72,.096221298,,0,0,2.3333333,1,1,-.15421617,8.3563204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,1,.0033482143,0,0,.096221298,0,15.002127,4.5643482,14.151457,2,23400,.016723081,.06666667,1,0,1,1,1,0,1,23400,0,0,.016723081,0,0,.033333335,0,.033333335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SC,3,2347068.79,,23645,.93042928,.27794671,876253,4536.6943,0,1,3.2256687,2.7931035,48,0,0,.44444445,7824168.885,.48800001,69,2347068.79,.27678463,,0,,,0,0,-.7903865,10.070907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,.00089047197,0,0,.27678463,0,15.872728,5.7589016,14.668677,1,9855,.0041988543,.014492754,1,0,0,1,1,0,0,9855,0,0,.0041988543,0,0,.014492754,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SC,7,829181.98,25,8051,.55148429,.19018883,876463,5696.5898,0,1,3.0619547,3.24,38,0,0,.22222222,4856094.0675,.537,25,829181.98,.0041745901,,0,,2,1,0,-.56271738,8.9935513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,1,.0013873902,0,0,.0041745901,0,15.395745,5.6937323,13.628195,3,203156.66,.24500853,.12,0,1,1,1,0,1,2,0,84632.031,118524.63,0,.1020669,.14294164,0,.039999999,.079999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SC,9,1489333.05,33,10923,.41545364,.23331472,876993,5793.4814,0,0,4.6529503,3.521739,65,0,0,.33333334,5365173.1175,.486,33,1489333.05,.077217817,.077217817,1,0,1.1818181,0,1,-.54585171,9.2986259,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,.0012529583,0,1,.077217817,0,15.49544,5.4510384,14.213839,2,184900,.12414953,.060606062,1,1,0,1,1,1,0,14900,170000,0,.010004479,.11414506,0,.030303031,.030303031,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SC,8,4653432.6,38,47568,.78380424,.37646401,877063,2599.9563,0,0,6.2392468,5.4878044,52,1,0,.13333334,13425080.7825,.53100002,38,4653432.6,.0065509677,.0065509677,1,0,,0,1,-1.3470904,10.769916,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1,.00051350519,0,0,.0065509677,0,16.412636,6.6280413,15.353116,6,671150,.14422686,.15789473,1,1,1,1,2,3,1,217058,444417,9675,.046644706,.095503047,.0020791104,.052631579,.078947365,.02631579,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SC,6,664121.4,27,1572,.30279899,.29980657,877068,9832.998,0,0,2.6719759,2.7931035,42,0,1,.22222222,2887827.4025,.53899997,27,664121.4,.014059782,,0,0,.42857143,1,1,-.016841229,7.3601041,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,.0075949365,1,0,.014059782,1,14.876015,4.4886365,13.40622,1,76000,.11443691,.037037037,0,1,0,1,0,1,0,0,76000,0,0,.11443691,0,0,.037037037,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SC,11,1918235.3,35,16822,.47277376,.20393771,877343,6162.4873,0,0,4.0463381,2.9512193,36,1,1,.36363637,6455604.82,.514,35,1918235.3,.11153463,.11153463,1,0,,0,1,-.48410463,9.730443,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,.000921659,0,0,.11153463,0,15.680459,5.6664267,14.466916,1,2900,.0015118062,.028571429,1,0,0,1,1,0,0,2900,0,0,.0015118062,0,0,.028571429,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SC,5,1271260.02,30,3230,.40773994,.26156664,877383,7437.564,0,0,2.7998927,2.7931035,46,0,1,.44444445,3145633.6925,.477,30,1271260.02,.24020445,,0,0,1.5555556,1,1,-.2960417,8.0802374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,1,.0036870134,0,1,.24020445,0,14.961526,4.4659081,14.055519,2,51467,.040485028,.06666667,1,1,0,1,1,1,0,0,51467,0,0,.040485028,0,.033333335,.033333335,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SC,9,4340335.39,37,10911,.78957015,.38939929,877403,4915.1968,0,1,2.9122508,2.6888888,43,1,0,.45454547,6252145.516666666,.57499999,37,4340335.39,.13794124,,0,,1.7272727,0,0,-.7102533,9.2975264,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,1,.0013061031,0,0,.13794124,1,15.648436,6.2045579,15.283463,3,20814,.0047954819,.081081077,0,1,1,1,0,2,1,0,18677,2137,0,.0043031238,.00049235829,0,.054054055,.027027028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SC,4,919302.63,55,22127,.84570885,.37312302,877443,11332.974,0,0,4.124537,4.1724133,50,1,0,.27272728,14192269.305,.472,55,919302.63,.11686018,,0,1,1.1428572,0,1,.12513137,10.004554,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,.00066054164,0,0,.11686018,1,16.468208,6.2383246,13.731371,3,516900,.56227404,.054545455,1,1,0,1,2,1,0,253900,263000,0,.27618763,.28608641,0,.036363635,.018181818,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SC,11,1511202.52,32,10561,.68459427,.24453467,877463,5301.9595,0,1,3.2669573,2.6129031,39,1,0,.55555558,6213491.0825,.61400002,32,1511202.52,.16590464,,0,,,1,0,-.63450861,9.2649231,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,.0012059493,0,0,.16590464,1,15.642234,5.6058021,14.228416,6,52600,.034806717,.1875,1,1,1,1,4,1,1,52600,0,0,.034806717,0,0,.125,.03125,.03125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SC,11,3616531.25,37,31858,.83429593,.42802039,877483,3035.4194,0,0,4.2181692,2.9649122,37,1,0,.46153846,9561589.699999999,.55900002,37,3616531.25,.40798119,,0,0,,1,1,-1.1922355,10.369043,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,.0005900776,0,0,.40798119,0,16.073265,6.2363696,15.101026,1,0,0,.027027028,0,1,0,1,0,1,0,0,0,0,0,0,0,0,.027027028,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SC,2,1676020.56,76,8939,.42040497,.27717817,877593,7765.4033,0,1,2.6689155,2.7931035,37,0,0,.33333334,4885705.595000001,.45899999,76,1.67602056,.017846137,,0,,.7647059,1,0,-.25290668,9.0981789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,.0012533073,0,0,.017846137,0,15.401824,5.3082676,14.331933,1,13447,.0080231717,.013157895,1,0,0,1,1,0,0,13447,0,0,.0080231717,0,0,.013157895,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SC,7,4086514.63,29,37707,.86588699,.32420421,877623,7762.1899,0,1,3.0924683,2.5744679,36,1,0,.54545456,19967946.27,.491,29,4086514.63,.3402192,,0,,.75,1,0,-.25332057,10.537601,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,1,.00047736839,0,0,.3402192,0,16.809639,6.7878451,15.223203,2,11312,.0027681291,.068965517,0,1,0,1,0,2,0,0,11312,0,0,.0027681291,0,0,.068965517,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SC,8,761206.54,28,3218,.21193288,.22246599,877713,4475.1777,0,0,2.7548282,2.7931035,53,0,1,.44444445,2628694.65,.461,28,761206.54,,,0,0,,0,1,-.804039,8.0765152,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,.0037625418,0,0,1,1,14.781998,4.6913481,13.54266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SC,10,475337.78,25,4504,.60368562,.20028409,877728,14218.411,0,0,3.2698822,2.6129031,52,0,0,.55555558,3548464.325,.49599999,25,475337.78,.086850643,.086850643,1,0,.60000002,0,1,.35195261,8.4127216,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,1,.002967359,1,1,.086850643,0,15.082026,4.9836068,13.071781,1,39900,.083940312,.039999999,0,1,0,1,0,1,0,0,39900,0,0,.083940312,0,0,.039999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SC,10,1595866.24,32,8587,.69814837,.37794119,877823,13839.854,0,0,3.9514577,3.8571427,67,0,0,.33333334,5657089.665000001,.53100002,32,1595866.24,.1693989,,0,0,.84615386,0,1,.32496729,9.0580044,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,.0016453383,0,1,.1693989,0,15.54842,5.3082676,14.282928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SC,6,1549873.09,39,6501,.42685741,.16301636,877948,7082.8809,0,0,4.3676662,3.8571427,38,0,0,.22222222,3740990.6525,.56900001,39,1549873.09,.23380533,.23380533,1,0,1.75,1,1,-.34490439,8.7797117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,.0021018216,1,1,.23380533,0,15.134861,5.0039463,14.253684,2,0,0,.051282052,0,1,1,1,0,1,1,0,0,0,0,0,0,0,.025641026,.025641026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SC,5,289367.95,27,2633,.77971894,.24604569,878108,5943.3301,0,1,2.6998956,2.6129031,44,0,0,.55555558,2980425.9125,.45300001,27,289367.95,.22573364,,0,,.66666669,1,0,-.52031553,7.8758793,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,1,.0045546559,1,0,.22573364,0,14.907577,4.356709,12.575455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
RS,5,1079394.91,37,8487,.24378461,.1847543,886153,4429.3843,0,0,3.4595258,3,38,0,1,.44444445,4392746.835,.51300001,37,1074394.91,.16962323,,0,0,2.1111112,1,1,-.81432456,9.0462904,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,1,.0013640497,0,0,.16962323,0,15.295465,5.3082676,13.891912,1,8233,.0076274215,.027027028,1,0,0,1,1,0,0,8233,0,0,.0076274215,0,0,.027027028,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
RS,9,2058873.49,29,12918,.65157145,.35525015,886203,11012.531,0,0,2.6366785,2.4545455,62,1,0,.44444445,7374819.387499999,.498,29,2058873.49,.020204484,.020204484,1,0,2.3333333,0,1,.096448757,9.4663773,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,.00098803383,0,1,.020204484,0,15.813582,5.7557421,14.537669,1,164900,.080092341,.034482758,1,0,0,1,1,0,0,164900,0,0,.080092341,0,0,.034482758,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
RS,11,979359.49,26,13335,.93948257,.31945217,886233,3711.2827,0,0,4.014637,3.521739,54,0,1,.33333334,6212810.35,.52200001,26,979359.49,.37218612,,0,0,,0,1,-.99120754,9.498147,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,.00093119504,0,1,.37218612,0,15.642124,5.7589016,13.794654,2,1100,.0011231831,.07692308,1,1,0,1,1,1,0,1100,0,0,.0011231831,0,0,.03846154,.03846154,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
RS,10,914364.96,28,7825,.19463259,.18271954,886368,5072.3882,0,0,2.7720084,2.4545455,66,0,0,.44444445,4649443.455,.47600001,28,914364.96,.076679856,.076679856,1,0,2.0833333,0,1,-.67877334,8.9650793,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,.0015673981,1,0,.076679856,0,15.352258,5.2364421,13.725986,1,16613.48,.01816942,.035714287,1,0,0,1,1,0,0,16613.48,0,0,.01816942,0,0,.035714287,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
RS,6,817305.4,22,2462,.41714054,.18884797,886681,7035.4272,0,0,2.5307872,1.9756097,45,0,1,.66666669,3260122.8325,.38499999,22,817305.4,.32796779,.37877262,1,0,1.875,0,1,-.35162669,7.8087292,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,1,.0041208793,1,0,.32796779,0,14.997275,4.4188404,13.613769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
RS,4,371451.4,38,2979,.54414231,.25908619,886720,15753.269,0,0,4.0257568,3.8571427,48,0,0,.11111111,3964624.646666667,.50599998,38,371451.4,.10325432,.10325432,1,0,.52173913,0,1,.45446274,7.9993429,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,.0032526201,1,1,.10325432,0,15.192922,4.7449322,12.825173,1,16000,.043074276,.02631579,0,1,0,1,0,1,0,0,16000,0,0,.043074276,0,0,.02631579,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
RS,9,1938821.3,35,11473,.29477903,.16505127,886953,4341.5425,0,0,3.812537,3.521739,54,0,0,.44444445,5705738.8325,.54400003,35,1938821.3,.11731845,,0,0,2.9000001,0,1,-.83435541,9.3477516,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,.0010998411,0,1,.11731845,0,15.556983,5.6664267,14.477591,2,8650,.0044614738,.057142857,1,0,0,1,2,0,0,8650,0,0,.0044614738,0,0,.057142857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
RS,11,2095239.95,41,28337,.81561208,.37956026,886983,18959.428,0,0,3.4741945,2.9649122,41,1,1,.38461539,19927392.6075,.479,41,2095239.95,.044891268,,0,1,,1,1,.63971627,10.251924,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,.00070632983,0,0,.044891268,0,16.807606,6.3885612,14.555179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
RS,10,1419557.92,36,2543,.16751868,.2509554,887035,5008.2495,0,1,2.0864663,1.5882353,37,0,0,.77777779,2781907.1075,.537,36,1419557.92,.35275424,,0,,1.7,1,0,-.6914987,7.8410997,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,1,.0039079459,1,0,.35275424,0,14.838647,4.6443911,14.165856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
RS,9,2630525.86,36,20064,.88108057,.38097262,887063,7235.6841,0,1,3.8670132,3.1025639,38,1,0,.45454547,9573359.844999999,.48699999,37,2630525.86,.016651928,,0,,2.909091,1,0,-.32356024,9.906682,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1,.00077722035,0,0,.016651928,0,16.074495,5.9635792,14.782694,1,1200,.00045618255,.027027028,1,0,0,1,1,0,0,1200,0,0,.00045618255,0,0,.027027028,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
RS,7,1106499.15,30,5233,.51137012,.24348751,887103,8075.7197,0,0,3.0292537,2.3142855,40,0,1,.55555558,3791276.8475,.588,30,1106499.15,.099096686,.099096686,1,0,5.5,0,1,-.21372312,8.5627403,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,1,.0022494376,0,0,.099096686,0,15.148213,5.0998664,13.916712,1,0,0,.033333335,0,1,0,1,0,1,0,0,0,0,0,0,0,0,.033333335,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
RS,9,14719901.98,63,78461,.85898727,.4380905,887143,6780.6313,0,0,3.9520586,3.8347826,56,1,1,.42857143,27916893.845,.57200003,63,14719901.98,.41434193,,0,0,2.0370371,0,1,-.38851485,11.270357,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,1,.00039471459,0,1,.41434193,0,17.144743,7.2122946,16.504711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
RS,2,1536579.96,97,7308,.5455665,.26178536,887163,7253.7852,0,0,3.4385796,3,54,0,0,.44444445,4355986.37,.58999997,97,1536579.96,.089915425,,0,0,1.3714286,0,1,-.32106167,8.8967247,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,.0016169602,0,1,.089915425,0,15.287062,5.3844953,14.24507,2,10028,.0065261815,.020618556,1,1,0,1,1,1,0,10028,0,0,.0065261815,0,0,.010309278,.010309278,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
RS,4,656803.24,50,4578,.72411531,.28251565,887176,4235.5898,0,1,4.8316507,4.2631578,37,0,0,.33333334,3406189.36,.58899999,50,656803.24,.18263093,,0,,.72000003,0,0,-.85906249,8.4290171,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,.0024677818,1,0,.18263093,0,15.041104,5.0238805,13.39514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
